HJD UT_Date Camera FWHM Limit mag mag_err flux(mJy) flux_err Filter
2457370.62359 2015-12-14.1218444 bg 1.40 15.937 13.038 0.015 23.364 0.325 V
2457372.76176 2015-12-16.2601032 bg 1.64 12.928 11.669 0.072 82.482 5.430 V
2457372.76304 2015-12-16.2613856 bg 1.69 12.523 10.783 0.044 186.581 7.543 V
2457372.76432 2015-12-16.2626658 bg 1.73 12.545 11.347 0.074 110.966 7.456 V
2457373.77800 2015-12-17.2763956 bg 1.57 15.723 12.764 0.014 30.077 0.400 V
2457373.77929 2015-12-17.2776859 bg 1.55 15.781 12.791 0.014 29.349 0.378 V
2457373.78057 2015-12-17.2789641 bg 1.59 15.834 12.796 0.013 29.199 0.362 V
2457375.63164 2015-12-19.1301185 bg 1.40 15.697 13.072 0.020 22.641 0.406 V
2457375.63292 2015-12-19.1313954 bg 1.40 15.827 13.081 0.017 22.466 0.361 V
2457375.63420 2015-12-19.1326726 bg 1.40 15.828 13.058 0.017 22.950 0.360 V
2457376.77117 2015-12-20.2697016 bg 1.44 15.863 13.038 0.016 23.363 0.349 V
2457376.77246 2015-12-20.2709846 bg 1.47 15.862 13.043 0.016 23.257 0.349 V
2457376.77375 2015-12-20.2722755 bg 1.48 15.872 12.986 0.015 24.509 0.346 V
2457377.66856 2015-12-21.1671321 bg 1.42 15.682 13.082 0.020 22.446 0.412 V
2457377.66985 2015-12-21.1684202 bg 1.36 15.842 13.094 0.017 22.197 0.356 V
2457377.67113 2015-12-21.1696969 bg 1.44 15.810 13.073 0.018 22.624 0.366 V
2457379.59758 2015-12-23.0962386 bg 1.46 15.747 13.038 0.018 23.371 0.388 V
2457379.59886 2015-12-23.0975185 bg 1.41 15.687 13.126 0.021 21.548 0.409 V
2457379.60014 2015-12-23.0988074 bg 1.41 15.706 13.096 0.020 22.151 0.403 V
2457383.71964 2015-12-27.2185043 bg 1.42 15.558 12.928 0.019 25.869 0.462 V
2457383.72092 2015-12-27.2197862 bg 1.50 15.446 12.939 0.022 25.600 0.512 V
2457383.72221 2015-12-27.2210721 bg 1.47 15.617 12.885 0.018 26.916 0.440 V
2457385.74735 2015-12-29.2463141 bg 1.42 15.818 13.115 0.018 21.769 0.364 V
2457385.74862 2015-12-29.2475851 bg 1.41 15.680 13.103 0.020 22.014 0.412 V
2457385.74991 2015-12-29.2488776 bg 1.42 15.600 13.054 0.021 23.026 0.444 V
2457386.70194 2015-12-30.2009503 bg 1.36 15.870 13.154 0.018 20.994 0.347 V
2457386.70322 2015-12-30.2022362 bg 1.39 15.863 13.087 0.017 22.339 0.348 V
2457386.70450 2015-12-30.2035197 bg 1.37 15.798 13.116 0.019 21.762 0.370 V
2457387.66020 2015-12-31.1592637 bg 1.40 15.890 13.088 0.017 22.323 0.341 V
2457387.66148 2015-12-31.1605409 bg 1.40 15.866 13.108 0.017 21.913 0.348 V
2457387.66277 2015-12-31.1618283 bg 1.38 15.939 13.146 0.017 21.157 0.324 V
2457388.58888 2016-01-01.0879887 bg 1.41 13.758 12.077 0.047 56.664 2.415 V
2457388.59017 2016-01-01.0892815 bg 1.37 15.485 12.874 0.020 27.174 0.493 V
2457388.59145 2016-01-01.0905532 bg 1.41 13.951 12.449 0.055 40.187 2.019 V
2457394.71008 2016-01-07.2094989 bg 1.41 15.747 13.148 0.020 21.123 0.388 V
2457394.71136 2016-01-07.2107879 bg 1.39 15.614 13.173 0.025 20.651 0.479 V
2457396.71251 2016-01-09.2120427 bg 1.47 15.909 13.052 0.016 23.077 0.334 V
2457396.71379 2016-01-09.2133226 bg 1.42 15.853 13.064 0.017 22.811 0.351 V
2457396.71508 2016-01-09.2146064 bg 1.42 15.905 13.084 0.016 22.417 0.337 V
2457399.70604 2016-01-12.2057260 bg 1.41 15.892 13.140 0.017 21.262 0.340 V
2457399.70733 2016-01-12.2070178 bg 1.42 15.896 13.103 0.017 22.002 0.339 V
2457399.70861 2016-01-12.2083009 bg 1.42 15.849 13.116 0.018 21.748 0.353 V
2457403.69703 2016-01-16.1969273 bg 1.42 15.891 13.081 0.016 22.457 0.340 V
2457403.69830 2016-01-16.1982006 bg 1.38 15.922 13.090 0.016 22.298 0.330 V
2457403.69958 2016-01-16.1994804 bg 1.35 15.945 13.027 0.015 23.630 0.324 V
2457406.68847 2016-01-19.1885342 bg 1.40 15.723 13.088 0.019 22.308 0.397 V
2457406.68975 2016-01-19.1898127 bg 1.37 15.603 13.115 0.022 21.779 0.443 V
2457406.69104 2016-01-19.1910981 bg 1.41 15.781 13.081 0.018 22.479 0.376 V
2457408.57650 2016-01-21.0766568 bg 1.44 15.651 13.083 0.021 22.426 0.423 V
2457408.57779 2016-01-21.0779453 bg 1.40 15.719 13.075 0.019 22.583 0.398 V
2457408.57907 2016-01-21.0792262 bg 1.40 15.589 13.013 0.020 23.927 0.448 V
2457410.67512 2016-01-23.1753898 bg 1.46 15.474 13.215 0.027 19.861 0.499 V
2457410.67639 2016-01-23.1766628 bg 1.44 15.504 13.133 0.025 21.425 0.484 V
2457410.67768 2016-01-23.1779556 bg 1.39 15.553 13.183 0.025 20.460 0.463 V
2457412.59814 2016-01-25.0985127 bg 1.43 15.589 13.121 0.023 21.654 0.448 V
2457412.59942 2016-01-25.0997959 bg 1.47 15.614 13.087 0.021 22.347 0.439 V
2457412.60072 2016-01-25.1010939 bg 1.50 15.625 13.065 0.021 22.790 0.433 V
2457416.65706 2016-01-29.1576484 bg 1.43 15.653 13.057 0.020 22.978 0.423 V
2457416.65835 2016-01-29.1589378 bg 1.42 15.666 12.974 0.018 24.780 0.419 V
2457416.65963 2016-01-29.1602224 bg 1.46 15.797 12.972 0.016 24.851 0.371 V
2457418.63834 2016-01-31.1390364 bg 1.44 15.809 12.932 0.015 25.762 0.368 V
2457418.63963 2016-01-31.1403192 bg 1.47 15.861 12.981 0.015 24.622 0.351 V
2457418.64090 2016-01-31.1415958 bg 1.43 15.885 12.962 0.015 25.052 0.342 V
2457421.64488 2016-02-03.1457265 bg 1.42 15.914 13.061 0.016 22.896 0.332 V
2457421.64616 2016-02-03.1470004 bg 1.42 15.845 12.988 0.016 24.466 0.355 V
2457421.64744 2016-02-03.1482909 bg 1.40 15.901 13.041 0.016 23.312 0.337 V
2457423.64181 2016-02-05.1427564 bg 1.43 15.535 13.087 0.023 22.326 0.471 V
2457423.64274 2016-02-05.1436841 bg 1.43 15.650 13.039 0.020 23.353 0.424 V
2457423.64366 2016-02-05.1446126 bg 1.42 15.588 13.121 0.023 21.644 0.448 V
2457425.63168 2016-02-07.1327284 bg 1.41 15.805 12.972 0.016 24.846 0.368 V
2457425.63295 2016-02-07.1339983 bg 1.42 15.816 12.955 0.016 25.229 0.365 V
2457425.63424 2016-02-07.1352898 bg 1.47 15.836 13.006 0.016 24.061 0.357 V
2457427.62475 2016-02-09.1258982 bg 1.50 15.846 12.990 0.016 24.432 0.354 V
2457427.62604 2016-02-09.1271855 bg 1.45 15.805 12.957 0.016 25.180 0.368 V
2457427.62732 2016-02-09.1284653 bg 1.48 15.799 12.987 0.016 24.489 0.371 V
2457429.61851 2016-02-11.1197601 bg 1.42 15.848 13.103 0.017 22.005 0.353 V
2457429.61980 2016-02-11.1210540 bg 1.39 15.866 13.100 0.017 22.074 0.347 V
2457429.62110 2016-02-11.1223480 bg 1.40 15.903 13.079 0.016 22.515 0.337 V
2457431.61735 2016-02-13.1186916 bg 1.38 15.717 13.077 0.019 22.551 0.399 V
2457431.61862 2016-02-13.1199638 bg 1.37 15.866 13.106 0.017 21.950 0.347 V
2457431.61991 2016-02-13.1212534 bg 1.40 15.815 13.137 0.019 21.332 0.364 V
2457433.60857 2016-02-15.1100033 bg 1.42 15.859 13.080 0.017 22.480 0.350 V
2457433.60984 2016-02-15.1112767 bg 1.37 15.911 13.109 0.017 21.877 0.334 V
2457433.61112 2016-02-15.1125550 bg 1.40 15.790 13.096 0.018 22.160 0.373 V
2457434.60002 2016-02-16.1014999 bg 1.41 15.785 13.046 0.018 23.189 0.375 V
2457434.60130 2016-02-16.1027863 bg 1.38 15.756 13.052 0.018 23.086 0.385 V
2457434.60258 2016-02-16.1040586 bg 1.36 15.728 13.035 0.018 23.433 0.394 V
2457435.59931 2016-02-17.1008400 bg 1.46 15.737 13.139 0.020 21.291 0.392 V
2457435.60060 2016-02-17.1021321 bg 1.38 15.785 13.128 0.019 21.511 0.375 V
2457435.60189 2016-02-17.1034189 bg 1.38 15.789 13.137 0.019 21.343 0.373 V
2457438.58959 2016-02-20.0912560 bg 1.44 15.708 12.961 0.017 25.082 0.402 V
2457438.59087 2016-02-20.0925355 bg 1.42 15.646 12.911 0.018 26.286 0.427 V
2457438.59217 2016-02-20.0938329 bg 1.42 15.737 12.976 0.017 24.749 0.392 V
2457440.58359 2016-02-22.0853418 bg 1.40 15.525 13.127 0.024 21.550 0.475 V
2457440.58489 2016-02-22.0866416 bg 1.35 15.480 13.050 0.023 23.103 0.496 V
2457440.58616 2016-02-22.0879156 bg 1.40 15.637 13.059 0.020 22.910 0.430 V
2457442.58282 2016-02-24.0846586 bg 1.41 15.478 13.111 0.025 21.869 0.496 V
2457442.58411 2016-02-24.0859446 bg 1.39 15.520 13.073 0.023 22.634 0.477 V
2457442.58539 2016-02-24.0872237 bg 1.40 15.472 13.092 0.025 22.246 0.500 V
2457444.53954 2016-02-26.0414645 bg 1.42 15.825 13.085 0.018 22.379 0.360 V
2457444.54083 2016-02-26.0427505 bg 1.43 15.869 13.100 0.017 22.070 0.346 V
2457444.54212 2016-02-26.0440416 bg 1.42 15.821 13.036 0.017 23.404 0.362 V
2457448.55375 2016-03-01.0558326 bg 1.37 15.839 13.131 0.018 21.450 0.357 V
2457448.55504 2016-03-01.0571231 bg 1.37 15.800 13.089 0.018 22.311 0.370 V
2457448.55633 2016-03-01.0584116 bg 1.40 15.991 13.228 0.017 19.621 0.310 V
2457453.53372 2016-03-06.0359923 bg 1.37 15.778 13.009 0.017 23.994 0.377 V
2457453.53501 2016-03-06.0372791 bg 1.41 15.834 13.029 0.017 23.571 0.358 V
2457453.53630 2016-03-06.0385686 bg 1.42 15.801 12.996 0.017 24.293 0.369 V
2457458.52894 2016-03-11.0313737 bg 1.37 15.832 13.223 0.020 19.712 0.358 V
2457458.53023 2016-03-11.0326616 bg 1.39 15.896 13.191 0.018 20.301 0.338 V
2457458.53153 2016-03-11.0339622 bg 1.37 15.880 13.194 0.018 20.241 0.343 V
2457461.52262 2016-03-14.0251458 bg 1.35 15.743 13.167 0.020 20.749 0.389 V
2457461.52390 2016-03-14.0264342 bg 1.37 15.924 13.292 0.019 18.510 0.330 V
2457461.52519 2016-03-14.0277184 bg 1.41 15.762 13.291 0.023 18.519 0.382 V
2457465.50001 2016-03-18.0026590 bg 1.52 15.448 13.347 0.032 17.594 0.511 V
2457465.50130 2016-03-18.0039429 bg 1.47 15.489 13.390 0.032 16.903 0.492 V
2457465.50259 2016-03-18.0052333 bg 1.44 15.536 13.348 0.029 17.578 0.472 V
2457466.50750 2016-03-19.0101679 bg 1.46 15.293 13.264 0.034 18.976 0.587 V
2457466.50844 2016-03-19.0111108 bg 1.48 15.314 13.349 0.036 17.560 0.577 V
2457466.50938 2016-03-19.0120467 bg 1.49 15.265 13.263 0.035 18.991 0.603 V
2457467.48975 2016-03-19.9924466 bg 2.11 15.656 13.348 0.026 17.573 0.421 V
2457467.49104 2016-03-19.9937343 bg 2.05 15.782 13.265 0.022 18.970 0.375 V
2457467.49232 2016-03-19.9950146 bg 1.93 15.774 13.398 0.025 16.777 0.378 V
2457470.49490 2016-03-22.9976679 bg 2.12 15.851 13.345 0.022 17.613 0.353 V
2457470.49620 2016-03-22.9989685 bg 2.12 15.565 13.313 0.028 18.137 0.458 V
2457470.49751 2016-03-23.0002796 bg 2.06 15.698 13.354 0.025 17.475 0.405 V
2457471.48627 2016-03-23.9890543 bg 1.98 15.548 13.350 0.029 17.541 0.465 V
2457471.48756 2016-03-23.9903534 bg 2.28 15.515 13.394 0.031 16.838 0.479 V
2457471.48887 2016-03-23.9916550 bg 2.03 15.462 13.396 0.033 16.807 0.503 V
2457546.93962 2016-06-07.4416305 bg 1.51 15.789 13.379 0.024 17.077 0.372 V
2457546.94091 2016-06-07.4429186 bg 1.49 15.518 13.382 0.031 17.026 0.478 V
2457546.94220 2016-06-07.4442057 bg 1.58 15.712 13.341 0.025 17.676 0.401 V
2457550.94172 2016-06-11.4435666 bg 1.45 15.681 13.262 0.024 19.011 0.411 V
2457550.94301 2016-06-11.4448553 bg 1.45 15.793 13.278 0.022 18.739 0.372 V
2457555.94920 2016-06-16.4508311 bg 1.54 15.197 13.355 0.040 17.461 0.643 V
2457555.95049 2016-06-16.4521224 bg 1.59 15.166 13.339 0.041 17.717 0.660 V
2457557.92148 2016-06-18.4230268 bg 1.45 15.846 13.311 0.021 18.180 0.353 V
2457557.92277 2016-06-18.4243193 bg 1.44 15.927 13.358 0.021 17.402 0.328 V
2457557.92406 2016-06-18.4256043 bg 1.42 16.019 13.256 0.017 19.135 0.303 V
2457560.91579 2016-06-21.4171990 bg 1.42 15.565 13.271 0.027 18.850 0.458 V
2457561.91199 2016-06-22.4133574 bg 1.63 15.632 13.364 0.027 17.312 0.431 V
2457561.91328 2016-06-22.4146468 bg 1.66 15.414 13.416 0.035 16.497 0.526 V
2457561.91457 2016-06-22.4159300 bg 1.64 15.497 13.358 0.031 17.414 0.487 V
2457566.89742 2016-06-27.3985491 bg 1.44 15.757 13.324 0.023 17.958 0.384 V
2457566.89872 2016-06-27.3998505 bg 1.50 15.815 13.375 0.023 17.138 0.363 V
2457566.90002 2016-06-27.4011488 bg 1.43 15.800 13.311 0.022 18.184 0.369 V
2457568.89780 2016-06-29.3988331 bg 1.68 15.812 13.307 0.022 18.246 0.364 V
2457568.89908 2016-06-29.4001159 bg 1.79 15.929 13.281 0.019 18.689 0.327 V
2457568.90038 2016-06-29.4014122 bg 1.59 16.005 13.284 0.018 18.642 0.305 V
2457577.87085 2016-07-08.3714322 bg 1.47 15.942 13.276 0.019 18.784 0.323 V
2457577.87213 2016-07-08.3727163 bg 1.54 15.981 13.315 0.019 18.120 0.313 V
2457577.87342 2016-07-08.3740054 bg 1.50 15.972 13.319 0.019 18.051 0.314 V
2457585.85401 2016-07-16.3541846 bg 1.37 15.806 13.246 0.021 19.297 0.367 V
2457585.85530 2016-07-16.3554725 bg 1.38 15.974 13.278 0.018 18.734 0.315 V
2457585.85658 2016-07-16.3567605 bg 1.40 15.899 13.316 0.020 18.095 0.336 V
2457586.84268 2016-07-17.3428059 bg 1.41 15.842 13.365 0.022 17.282 0.355 V
2457586.84397 2016-07-17.3440956 bg 1.40 15.767 13.349 0.024 17.555 0.380 V
2457586.84526 2016-07-17.3453856 bg 1.41 15.776 13.322 0.023 17.993 0.377 V
2457591.83718 2016-07-22.3370493 bg 1.77 15.633 13.353 0.027 17.472 0.430 V
2457591.83847 2016-07-22.3383369 bg 1.67 15.718 13.375 0.025 17.126 0.398 V
2457591.83976 2016-07-22.3396262 bg 1.77 15.716 13.342 0.025 17.668 0.398 V
2457595.91155 2016-07-26.4112042 bg 1.39 15.862 13.309 0.021 18.205 0.348 V
2457595.91284 2016-07-26.4125012 bg 1.38 16.018 13.347 0.019 17.591 0.302 V
2457595.91413 2016-07-26.4137896 bg 1.39 15.936 13.295 0.019 18.452 0.325 V
#2457600.81044 2016-07-31.3098520 bg 1.40 99.990 99.990 99.990 99.990 99.990 V
#2457600.81174 2016-07-31.3111420 bg 1.43 99.990 99.990 99.990 99.990 99.990 V
2457600.81302 2016-07-31.3124322 bg 1.40 14.845 12.876 0.036 27.125 0.889 V
2457601.88007 2016-08-01.3794181 bg 1.40 15.903 13.372 0.021 17.179 0.335 V
2457601.88136 2016-08-01.3807199 bg 1.40 15.948 13.353 0.020 17.479 0.322 V
2457601.88266 2016-08-01.3820091 bg 1.38 15.956 13.391 0.021 16.872 0.319 V
2457603.92666 2016-08-03.4259129 bg 1.39 14.688 12.872 0.041 27.236 1.024 V
2457603.92795 2016-08-03.4271994 bg 1.36 14.528 12.869 0.048 27.305 1.186 V
2457603.92923 2016-08-03.4284874 bg 1.43 15.123 13.062 0.033 22.858 0.686 V
2457605.79819 2016-08-05.2973432 bg 1.38 16.017 13.242 0.017 19.372 0.303 V
2457605.79948 2016-08-05.2986413 bg 1.38 15.968 13.228 0.018 19.616 0.317 V
2457605.80078 2016-08-05.2999401 bg 1.44 15.901 13.282 0.020 18.670 0.336 V
2457607.82524 2016-08-07.3243012 bg 1.45 16.076 13.363 0.018 17.335 0.287 V
2457607.82653 2016-08-07.3255855 bg 1.46 16.033 13.371 0.019 17.201 0.297 V
2457607.82782 2016-08-07.3268758 bg 1.46 16.016 13.357 0.019 17.420 0.302 V
2457610.78464 2016-08-10.2835513 bg 1.44 15.959 13.342 0.020 17.667 0.318 V
2457610.78593 2016-08-10.2848495 bg 1.50 15.902 13.359 0.021 17.393 0.336 V
2457610.78722 2016-08-10.2861373 bg 1.47 15.909 13.328 0.020 17.900 0.333 V
2457614.77054 2016-08-14.2692611 bg 1.35 15.698 13.419 0.027 16.460 0.405 V
2457614.77183 2016-08-14.2705530 bg 1.36 15.937 13.391 0.021 16.885 0.326 V
2457614.77312 2016-08-14.2718398 bg 1.42 15.675 13.439 0.028 16.145 0.414 V
2457617.76536 2016-08-17.2639402 bg 1.44 15.617 13.306 0.026 18.246 0.436 V
2457617.76666 2016-08-17.2652420 bg 1.44 15.691 13.202 0.022 20.089 0.408 V
2457617.76795 2016-08-17.2665296 bg 1.46 15.652 13.133 0.022 21.432 0.423 V
2457619.78422 2016-08-19.2827146 bg 1.87 15.581 13.184 0.024 20.433 0.452 V
2457619.78553 2016-08-19.2840181 bg 1.70 15.604 13.110 0.022 21.866 0.443 V
2457619.78682 2016-08-19.2853152 bg 1.86 15.524 13.048 0.022 23.158 0.476 V
2457621.81884 2016-08-21.3172410 bg 1.37 15.743 13.289 0.023 18.538 0.389 V
2457621.82012 2016-08-21.3185193 bg 1.40 15.744 13.265 0.022 18.964 0.388 V
2457621.82142 2016-08-21.3198199 bg 1.40 15.858 13.259 0.020 19.065 0.350 V
2457623.83920 2016-08-23.3375129 bg 1.46 15.845 13.368 0.022 17.245 0.354 V
2457623.84049 2016-08-23.3388001 bg 1.46 15.961 13.444 0.022 16.082 0.318 V
2457623.84177 2016-08-23.3400854 bg 1.46 15.961 13.377 0.020 17.108 0.318 V
2457624.87347 2016-08-24.3717412 bg 1.40 15.763 13.228 0.021 19.621 0.382 V
2457624.87476 2016-08-24.3730355 bg 1.45 15.972 13.349 0.020 17.551 0.315 V
2457624.87605 2016-08-24.3743225 bg 1.42 15.923 13.252 0.019 19.190 0.330 V
#2457629.72859 2016-08-29.2266623 bg 1.48 99.990 99.990 99.990 99.990 99.990 V
#2457629.72987 2016-08-29.2279422 bg 1.41 99.990 99.990 99.990 99.990 99.990 V
2457629.73116 2016-08-29.2292263 bg 1.43 15.900 13.194 0.018 20.244 0.337 V
#2457632.72166 2016-09-01.2196155 bg 1.37 99.990 99.990 99.990 99.990 99.990 V
#2457632.72295 2016-09-01.2209054 bg 1.38 99.990 99.990 99.990 99.990 99.990 V
#2457632.72424 2016-09-01.2221887 bg 1.40 99.990 99.990 99.990 99.990 99.990 V
#2457635.83618 2016-09-04.3340156 bg 1.72 99.990 99.990 99.990 99.990 99.990 V
#2457635.83747 2016-09-04.3353049 bg 1.68 99.990 99.990 99.990 99.990 99.990 V
#2457635.83876 2016-09-04.3365924 bg 1.68 99.990 99.990 99.990 99.990 99.990 V
2457638.77989 2016-09-07.2776182 bg 1.60 15.968 13.272 0.018 18.845 0.316 V
2457638.78118 2016-09-07.2789138 bg 1.70 15.833 13.275 0.021 18.788 0.357 V
2457638.78247 2016-09-07.2802023 bg 1.62 15.905 13.330 0.020 17.868 0.335 V
2457640.82235 2016-09-09.3200156 bg 1.37 15.936 13.249 0.018 19.232 0.325 V
2457640.82364 2016-09-09.3213012 bg 1.34 16.024 13.218 0.016 19.796 0.301 V
2457640.82493 2016-09-09.3225908 bg 1.35 16.035 13.309 0.018 18.209 0.298 V
2457642.69585 2016-09-11.1934553 bg 1.39 15.505 13.226 0.027 19.656 0.483 V
2457643.87699 2016-09-12.3745487 bg 1.68 15.848 13.151 0.018 21.061 0.353 V
2457643.87828 2016-09-12.3758395 bg 1.65 15.799 13.133 0.019 21.416 0.369 V
2457643.87956 2016-09-12.3771276 bg 1.66 15.834 13.157 0.019 20.945 0.357 V
2457644.69350 2016-09-13.1910399 bg 1.44 15.378 13.195 0.029 20.214 0.544 V
2457644.69480 2016-09-13.1923362 bg 1.39 15.640 13.287 0.025 18.583 0.428 V
2457649.67892 2016-09-18.1763179 bg 1.54 15.589 13.318 0.027 18.060 0.447 V
2457649.68021 2016-09-18.1776082 bg 1.51 15.755 13.225 0.021 19.668 0.385 V
2457649.68150 2016-09-18.1788978 bg 1.55 15.525 13.293 0.028 18.474 0.474 V
2457651.72153 2016-09-20.2188748 bg 1.47 15.698 13.253 0.023 19.168 0.405 V
2457651.72280 2016-09-20.2201461 bg 1.51 15.657 13.272 0.024 18.850 0.420 V
2457651.72410 2016-09-20.2214398 bg 1.54 15.750 13.259 0.022 19.076 0.387 V
2457653.76791 2016-09-22.2652037 bg 1.35 15.757 13.303 0.023 18.312 0.383 V
2457653.76919 2016-09-22.2664790 bg 1.36 15.833 13.275 0.021 18.774 0.358 V
2457653.77049 2016-09-22.2677818 bg 1.37 15.831 13.200 0.019 20.127 0.359 V
#2457655.65957 2016-09-24.1568232 bg 1.39 99.990 99.990 99.990 99.990 99.990 V
2457656.82896 2016-09-25.3261814 bg 1.43 16.003 13.272 0.018 18.854 0.306 V
2457656.83024 2016-09-25.3274673 bg 1.43 15.956 13.260 0.018 19.052 0.320 V
2457656.83153 2016-09-25.3287533 bg 1.39 15.832 13.246 0.020 19.309 0.358 V
2457659.66129 2016-09-28.1584575 bg 1.37 15.881 13.131 0.017 21.460 0.343 V
#2457660.65370 2016-09-29.1508452 bg 1.44 99.990 99.990 99.990 99.990 99.990 V
#2457660.65498 2016-09-29.1521333 bg 1.41 99.990 99.990 99.990 99.990 99.990 V
2457660.65627 2016-09-29.1534203 bg 1.36 15.776 13.109 0.019 21.889 0.377 V
#2457663.67712 2016-10-02.1742229 bg 1.37 99.990 99.990 99.990 99.990 99.990 V
#2457663.67841 2016-10-02.1755140 bg 1.36 99.990 99.990 99.990 99.990 99.990 V
#2457663.67970 2016-10-02.1768005 bg 1.37 99.990 99.990 99.990 99.990 99.990 V
#2457667.73256 2016-10-06.2296021 bg 1.41 99.990 99.990 99.990 99.990 99.990 V
2457667.73381 2016-10-06.2308562 bg 1.38 15.793 13.246 0.021 19.292 0.371 V
2457667.73509 2016-10-06.2321337 bg 1.41 15.885 13.198 0.018 20.171 0.341 V
2457669.61746 2016-10-08.1144800 bg 1.39 15.883 13.130 0.017 21.469 0.343 V
2457669.61874 2016-10-08.1157656 bg 1.37 15.776 13.192 0.020 20.288 0.377 V
2457669.62003 2016-10-08.1170585 bg 1.40 15.790 13.224 0.021 19.686 0.373 V
#2457671.76053 2016-10-10.2575377 bg 1.38 99.990 99.990 99.990 99.990 99.990 V
#2457671.76182 2016-10-10.2588263 bg 1.39 99.990 99.990 99.990 99.990 99.990 V
#2457671.76312 2016-10-10.2601278 bg 1.41 99.990 99.990 99.990 99.990 99.990 V
2457675.70659 2016-10-14.2035628 bg 1.39 13.824 12.265 0.052 47.635 2.275 V
#2457675.70787 2016-10-14.2048483 bg 1.48 99.990 99.990 99.990 99.990 99.990 V
#2457675.70916 2016-10-14.2061346 bg 2.35 99.990 99.990 99.990 99.990 99.990 V
#2457676.59818 2016-10-15.0951571 bg 1.66 99.990 99.990 99.990 99.990 99.990 V
#2457676.59949 2016-10-15.0964605 bg 1.91 99.990 99.990 99.990 99.990 99.990 V
2457681.71003 2016-10-20.2069945 bg 1.70 15.806 13.043 0.017 23.263 0.367 V
2457681.71132 2016-10-20.2082828 bg 1.64 15.720 13.062 0.019 22.867 0.397 V
2457681.71261 2016-10-20.2095707 bg 1.63 15.650 13.070 0.020 22.686 0.424 V
2457684.76362 2016-10-23.2605868 bg 1.91 15.676 13.148 0.021 21.117 0.413 V
2457684.76491 2016-10-23.2618834 bg 1.63 15.787 13.175 0.020 20.598 0.373 V
2457684.76634 2016-10-23.2633055 bg 1.89 15.738 13.124 0.020 21.584 0.390 V
2457687.70562 2016-10-26.2026030 bg 1.39 15.818 13.150 0.019 21.089 0.363 V
2457687.70691 2016-10-26.2038928 bg 1.38 15.802 13.199 0.020 20.158 0.368 V
2457687.70820 2016-10-26.2051817 bg 1.40 15.920 13.182 0.018 20.464 0.331 V
2457690.74904 2016-10-29.2460451 bg 1.39 15.822 13.125 0.018 21.573 0.362 V
2457690.75034 2016-10-29.2473449 bg 1.40 15.841 13.073 0.017 22.627 0.356 V
2457690.75163 2016-10-29.2486343 bg 1.39 15.829 13.110 0.018 21.885 0.359 V
2457695.76625 2016-11-03.2633120 bg 1.36 15.804 13.171 0.019 20.678 0.368 V
2457695.76754 2016-11-03.2645991 bg 1.34 15.795 13.142 0.019 21.246 0.371 V
2457695.76881 2016-11-03.2658716 bg 1.37 15.825 13.135 0.018 21.381 0.361 V
2457698.65946 2016-11-06.1565663 bg 1.36 15.773 13.135 0.019 21.380 0.379 V
2457698.66081 2016-11-06.1579121 bg 1.34 15.880 13.116 0.017 21.752 0.344 V
2457698.66209 2016-11-06.1591989 bg 1.35 15.902 13.141 0.017 21.255 0.336 V
2457702.79442 2016-11-10.2916027 bg 1.45 15.508 13.074 0.023 22.608 0.483 V
2457702.79571 2016-11-10.2928936 bg 1.46 15.752 13.160 0.020 20.893 0.386 V
2457702.79701 2016-11-10.2941932 bg 1.42 15.849 13.146 0.018 21.149 0.353 V
2457704.77212 2016-11-12.2693435 bg 1.41 15.481 13.132 0.025 21.432 0.495 V
2457704.77342 2016-11-12.2706373 bg 1.47 15.525 13.121 0.024 21.663 0.475 V
2457707.79796 2016-11-15.2952415 bg 2.15 15.530 12.978 0.021 24.700 0.475 V
2457707.79924 2016-11-15.2965276 bg 2.06 15.416 12.914 0.022 26.196 0.526 V
2457707.80052 2016-11-15.2978069 bg 2.15 15.663 12.987 0.019 24.495 0.421 V
2457710.80392 2016-11-18.3012814 bg 1.42 15.767 13.166 0.020 20.769 0.380 V
2457710.80521 2016-11-18.3025693 bg 1.39 15.773 13.171 0.020 20.665 0.378 V
2457710.80649 2016-11-18.3038565 bg 1.41 15.701 13.190 0.022 20.319 0.404 V
2457712.71371 2016-11-20.2111216 bg 1.62 15.739 13.072 0.019 22.650 0.390 V
2457712.71499 2016-11-20.2124096 bg 1.56 15.709 13.099 0.020 22.097 0.401 V
2457712.71629 2016-11-20.2137011 bg 1.62 15.793 13.098 0.018 22.117 0.371 V
#2457715.74558 2016-11-23.2430783 bg 2.05 99.990 99.990 99.990 99.990 99.990 V
#2457715.74686 2016-11-23.2443636 bg 1.80 99.990 99.990 99.990 99.990 99.990 V
2457715.74816 2016-11-23.2456576 bg 1.80 15.644 12.868 0.017 27.336 0.427 V
2457719.77185 2016-11-27.2694821 bg 1.42 15.775 13.101 0.019 22.061 0.378 V
2457719.77314 2016-11-27.2707715 bg 1.42 15.713 13.084 0.019 22.396 0.400 V
2457719.77444 2016-11-27.2720732 bg 1.39 15.754 13.107 0.019 21.925 0.385 V
2457722.69841 2016-11-30.1961391 bg 1.40 15.709 13.128 0.020 21.509 0.401 V
